no , model , rate
36 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5562309768316132
36 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977072984333206
36 , Training/Validation Dataset Total Detection Rate(DT): , 0.9828047382499044
36 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9835689721054642
36 , Training/Validation Dataset SSH Precision(RF): , 0.7931034482758621
36 , Training/Validation Dataset SSH Precision(DT): , 0.3382352941176471
36 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3484848484848485
36 , Training/Validation Dataset SSH Recall(RF): , 1.0
36 , Training/Validation Dataset SSH Recall(DT): , 1.0
36 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
36 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002313030069390902
36 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017347725520431765
36 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016576715497301466
36 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
36 , Evaluation Test Total Detection Rate(RF): , 0.9963208241353937
36 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
36 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
36 , Evaluation Test SSH Precision(RF): , 0.4074074074074074
36 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
36 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
36 , Evaluation Test SSH Recall(RF): , 0.88
36 , Evaluation Test SSH Recall(DT): , 1.0
36 , Evaluation Test SSH Recall(Hybrid): , 1.0
36 , Evaluation Test False Positive Rate of total detection(RF): , 0.003372681281618887
36 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
36 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
36 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
37 , Random Forest Model Accuracy Rate (n=100): , 0.9963886694504006
37 , Decision Tree Model Accuracy Rate (depth=4): , 0.9677425422262348
37 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7469247263288568
37 , Test Accuracy Rate of Test DATA(RF): , 0.9481298015985928
37 , Test Accuracy Rate of Test DATA(DT): , 0.9715266820145374
37 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5437629874888986
37 , Training/Validation Dataset Total Detection Rate(RF): , 0.9973434535104364
37 , Training/Validation Dataset Total Detection Rate(DT): , 0.9821631878557875
37 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9829222011385199
37 , Training/Validation Dataset SSH Precision(RF): , 0.7777777777777778
37 , Training/Validation Dataset SSH Precision(DT): , 0.3188405797101449
37 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3283582089552239
37 , Training/Validation Dataset SSH Recall(RF): , 0.9545454545454546
37 , Training/Validation Dataset SSH Recall(DT): , 1.0
37 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
37 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002296211251435132
37 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017986988136241867
37 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01722158438576349
37 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545414
37 , Evaluation Test Total Detection Rate(RF): , 0.9948491537895512
37 , Evaluation Test Total Detection Rate(DT): , 0.9895931882686849
37 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
37 , Evaluation Test SSH Precision(RF): , 0.3235294117647059
37 , Evaluation Test SSH Precision(DT): , 0.20161290322580644
37 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
37 , Evaluation Test SSH Recall(RF): , 0.88
37 , Evaluation Test SSH Recall(DT): , 1.0
37 , Evaluation Test SSH Recall(Hybrid): , 1.0
37 , Evaluation Test False Positive Rate of total detection(RF): , 0.00484822934232715
37 , Evaluation Test False Positive Rate of total detection(DT): , 0.010434232715008433
37 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
37 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
38 , Random Forest Model Accuracy Rate (n=100): , 0.9960689162246549
38 , Decision Tree Model Accuracy Rate (depth=4): , 0.9673851709739307
38 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7313884813602678
38 , Test Accuracy Rate of Test DATA(RF): , 0.9453081214378714
38 , Test Accuracy Rate of Test DATA(DT): , 0.9715913500090535
38 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5560326616484302
38 , Training/Validation Dataset Total Detection Rate(RF): , 0.996912389038981
38 , Training/Validation Dataset Total Detection Rate(DT): , 0.9826321883442686
38 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9826321883442686
38 , Training/Validation Dataset SSH Precision(RF): , 0.7666666666666667
38 , Training/Validation Dataset SSH Precision(DT): , 0.34328358208955223
38 , Training/Validation Dataset SSH Precision(Hybrid): , 0.34328358208955223
38 , Training/Validation Dataset SSH Recall(RF): , 0.9583333333333334
38 , Training/Validation Dataset SSH Recall(DT): , 0.9583333333333334
38 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9583333333333334
38 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0027269185820023374
38 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017140631086871836
38 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.017140631086871836
38 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
38 , Evaluation Test Total Detection Rate(RF): , 0.9963208241353937
38 , Evaluation Test Total Detection Rate(DT): , 0.9891727110270156
38 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
38 , Evaluation Test SSH Precision(RF): , 0.4074074074074074
38 , Evaluation Test SSH Precision(DT): , 0.1953125
38 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
38 , Evaluation Test SSH Recall(RF): , 0.88
38 , Evaluation Test SSH Recall(DT): , 1.0
38 , Evaluation Test SSH Recall(Hybrid): , 1.0
38 , Evaluation Test False Positive Rate of total detection(RF): , 0.003372681281618887
38 , Evaluation Test False Positive Rate of total detection(DT): , 0.010855817875210793
38 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
38 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
39 , Random Forest Model Accuracy Rate (n=100): , 0.9964450964902382
39 , Decision Tree Model Accuracy Rate (depth=4): , 0.9663694842568559
39 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7298649512846556
39 , Test Accuracy Rate of Test DATA(RF): , 0.9540296782982833
39 , Test Accuracy Rate of Test DATA(DT): , 0.9708002448761393
39 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5535364770601068
39 , Training/Validation Dataset Total Detection Rate(RF): , 0.9953952417498081
39 , Training/Validation Dataset Total Detection Rate(DT): , 0.9811972371450499
39 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9811972371450499
39 , Training/Validation Dataset SSH Precision(RF): , 0.65625
39 , Training/Validation Dataset SSH Precision(DT): , 0.30985915492957744
39 , Training/Validation Dataset SSH Precision(Hybrid): , 0.30985915492957744
39 , Training/Validation Dataset SSH Recall(RF): , 0.9545454545454546
39 , Training/Validation Dataset SSH Recall(DT): , 1.0
39 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
39 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0042569659442724455
39 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.018962848297213623
39 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018962848297213623
39 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545414
39 , Evaluation Test Total Detection Rate(RF): , 0.9963208241353937
39 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
39 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
39 , Evaluation Test SSH Precision(RF): , 0.4074074074074074
39 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
39 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
39 , Evaluation Test SSH Recall(RF): , 0.88
39 , Evaluation Test SSH Recall(DT): , 1.0
39 , Evaluation Test SSH Recall(Hybrid): , 1.0
39 , Evaluation Test False Positive Rate of total detection(RF): , 0.003372681281618887
39 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
39 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
39 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
40 , Random Forest Model Accuracy Rate (n=100): , 0.9962381973441673
40 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668585186021141
40 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7532069367640973
40 , Test Accuracy Rate of Test DATA(RF): , 0.9678686291247403
40 , Test Accuracy Rate of Test DATA(DT): , 0.9714792588185589
40 , Test Accuracy Rate of Test DATA(Hybrid): , 0.554978573337817
40 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969547011800532
40 , Training/Validation Dataset Total Detection Rate(DT): , 0.980966882375333
40 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9813475447278264
40 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
40 , Training/Validation Dataset SSH Precision(DT): , 0.30985915492957744
40 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3142857142857143
40 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
40 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
40 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
40 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002688172043010753
40 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01881720430107527
40 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018433179723502304
40 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
40 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
40 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
40 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
40 , Evaluation Test SSH Precision(RF): , 0.39285714285714285
40 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
40 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
40 , Evaluation Test SSH Recall(RF): , 0.88
40 , Evaluation Test SSH Recall(DT): , 1.0
40 , Evaluation Test SSH Recall(Hybrid): , 1.0
40 , Evaluation Test False Positive Rate of total detection(RF): , 0.0035834738617200675
40 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
40 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
40 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
41 , Random Forest Model Accuracy Rate (n=100): , 0.996200579317609
41 , Decision Tree Model Accuracy Rate (depth=4): , 0.965353797539781
41 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.777451754880939
41 , Test Accuracy Rate of Test DATA(RF): , 0.9460388697759038
41 , Test Accuracy Rate of Test DATA(DT): , 0.9714641696198384
41 , Test Accuracy Rate of Test DATA(Hybrid): , 0.542989127154522
41 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969673995451099
41 , Training/Validation Dataset Total Detection Rate(DT): , 0.9836997725549659
41 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9840788476118272
41 , Training/Validation Dataset SSH Precision(RF): , 0.7857142857142857
41 , Training/Validation Dataset SSH Precision(DT): , 0.3492063492063492
41 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3548387096774194
41 , Training/Validation Dataset SSH Recall(RF): , 0.9166666666666666
41 , Training/Validation Dataset SSH Recall(DT): , 0.9166666666666666
41 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9166666666666666
41 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0022953328232593728
41 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01568477429227238
41 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015302218821729151
41 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
41 , Evaluation Test Total Detection Rate(RF): , 0.995479869652055
41 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
41 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
41 , Evaluation Test SSH Precision(RF): , 0.3548387096774194
41 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
41 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
41 , Evaluation Test SSH Recall(RF): , 0.88
41 , Evaluation Test SSH Recall(DT): , 1.0
41 , Evaluation Test SSH Recall(Hybrid): , 1.0
41 , Evaluation Test False Positive Rate of total detection(RF): , 0.0042158516020236085
41 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
41 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
41 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
42 , Random Forest Model Accuracy Rate (n=100): , 0.9955610728661174
42 , Decision Tree Model Accuracy Rate (depth=4): , 0.9664071022834142
42 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7147613136214874
42 , Test Accuracy Rate of Test DATA(RF): , 0.947858196021625
42 , Test Accuracy Rate of Test DATA(DT): , 0.9721280943635376
42 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5420169516369625
42 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965753424657534
42 , Training/Validation Dataset Total Detection Rate(DT): , 0.9794520547945206
42 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9798325722983258
42 , Training/Validation Dataset SSH Precision(RF): , 0.7407407407407407
42 , Training/Validation Dataset SSH Precision(DT): , 0.28378378378378377
42 , Training/Validation Dataset SSH Precision(Hybrid): , 0.2876712328767123
42 , Training/Validation Dataset SSH Recall(RF): , 0.9090909090909091
42 , Training/Validation Dataset SSH Recall(DT): , 0.9545454545454546
42 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9545454545454546
42 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002686108979278588
42 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.020337682271680736
42 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.019953952417498082
42 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545525
42 , Evaluation Test Total Detection Rate(RF): , 0.9952696310312205
42 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
42 , Evaluation Test Total Detection Rate(Hybrid): , 0.9888573530957637
42 , Evaluation Test SSH Precision(RF): , 0.34375
42 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
