Destination,Destination Port,Label,ssh,web
209.67.228.53,80,web,,51.0
209.67.228.62,80,web,,2.0
209.67.23.50,80,web,,1.0
209.67.25.100,80,web,,52.0
209.67.25.141,80,web,,1.0
209.67.25.41,80,web,,43.0
209.67.29.11,80,web,,2939.0
209.67.3.82,80,web,,19.0
209.67.31.136,80,web,,5.0
209.73.35.5,80,web,,46.0
209.73.35.6,80,web,,4.0
209.75.20.25,80,web,,1.0
209.75.21.165,80,web,2.0,2.0
209.75.21.200,80,web,,1.0
209.75.21.5,80,web,,1.0
209.78.120.197,80,web,,9.0
209.79.176.131,80,web,,10.0
209.83.166.2,80,web,,3.0
209.83.166.42,80,web,,7.0
209.83.166.88,80,web,2.0,9.0
209.84.4.11,80,web,,2.0
209.84.4.31,80,web,,61.0
209.84.4.41,80,web,,22.0
209.85.89.183,80,web,,2.0
209.86.109.229,80,web,,1.0
209.86.116.147,80,web,,11.0
209.86.235.13,80,web,,36.0
209.97.17.220,80,web,,234.0
209.97.176.59,80,web,,110.0
209.97.18.161,80,web,,14.0
209.97.22.96,80,web,,150.0
209.97.23.130,80,web,,28.0
209.97.23.136,80,web,,16.0
209.97.23.141,80,web,,2.0
210.140.200.94,80,web,,10.0
210.140.200.98,80,web,,18.0
210.140.232.20,80,web,,36.0
210.173.161.135,80,web,,2.0
216.120.4.15,80,web,,1.0
216.120.4.32,80,web,,15.0
216.25.27.253,80,web,,51.0
216.32.116.201,80,web,,68.0
216.32.120.132,80,web,,91.0
216.32.120.133,80,web,,2.0
216.32.120.136,80,web,,1.0
216.32.120.142,80,web,,2.0
216.32.120.39,80,web,,3.0
216.32.5.200,80,web,,1.0
216.32.50.75,80,web,,1.0
216.32.66.11,80,web,,4.0
216.32.99.73,80,web,,4.0
24.128.1.72,80,web,,38.0
32.97.105.130,80,web,,1.0
32.97.253.109,80,web,,2.0
32.97.255.64,80,web,,17.0
32.97.31.108,80,web,,1.0
35.8.164.6,80,web,,36.0
38.176.11.51,80,web,,48.0
38.176.11.53,80,web,,10.0
38.178.34.100,80,web,,6.0
38.211.157.123,80,web,,1.0
38.250.249.240,80,web,,9.0
62.52.69.101,80,web,,4.0
62.52.69.106,80,web,,13.0
62.52.69.109,80,web,,3.0
62.52.69.129,80,web,,2.0
62.52.69.132,80,web,,2.0
62.52.69.202,80,web,,5.0
62.52.69.79,80,web,,9.0
62.52.69.81,80,web,,5.0
62.52.69.84,80,web,,2.0
